,id,name,serviceProviderCode,hostId,logLevel,enabled,display,hostedACA,isForDemo,state,country,defaultAppActive,databaseType,iconName
526,0ad8aa80-e1cb-4e92-a82c-3b330a8abef0,ALAMEDA,ALAMEDA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,logo.jpg
531,4ef7355d-ad09-4fef-80f7-3bacf1f0e8fc,AMERICUSGA,AMERICUSGA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Americus, GA",True,False,GA,US,True,2,
535,e9ce2fde-66cc-4551-82a1-3bfeca428196,SLCREF-Fire,SLCREF,0ca41fb9-60c3-42b5-ae75-081903022e09,90,True,Salt Lake City Fire Department,True,False,UT,US,True,2,logo.png
536,02ef4027-47af-44ea-8bde-3c03ad5383a4,SONOMACO,SONOMACO,02d930c8-5431-461c-be2a-9096f22db7b0,90,True,"Sonoma County, CA",True,False,CA,US,True,1,logo.png
537,10093208-2cb0-45e6-97a2-3c086912f89d,LINN,LINN,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Linn County,True,False,OR,US,True,2,
538,ebc302ff-0f87-4f26-af73-3c0ba3f81ade,LIVERMORE,LIVERMORE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,LIVERMORE,True,False,CA,US,True,2,
548,ab4ab007-fe45-4b1e-8327-3cb05a6839b0,STDTEST2019-SAML,STDTEST2019,bce33295-76fd-40a1-a07c-ec5cce744c61,90,True,,,False,CA,US,True,2,
549,2c6e79f6-923e-4bd4-81fa-3cf48f62fa44,SHELBYCO,SHELBYCO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Shelby County,True,False,TN,US,True,2,
559,8a11ceab-8de2-4d8a-a385-3e5d4ad7755a,LAKE_OSWEGO,LAKE_OSWEGO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Lake Oswego,True,False,OR,US,True,1,logo.png
561,686d5dcb-8474-431c-aea4-3e93e29559a4,MSP,MSP,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Michigan State Police,,False,MI,US,True,2,
569,ae871cec-129a-4a2f-aec9-3f7f43a085d2,COHP,COHP,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of High Point,True,False,NC,US,True,2,logo.png
572,842e3760-01c7-4c79-9e1d-3fc1b0060c2a,MONTGOMERY,MONTGOMERY,7d2cd364-d72c-4f91-8a83-c47405169ad3,90,True,MONTGOMERY,,False,OH,US,True,1,
576,c3e42408-a54d-4819-907f-40236435d6f6,Polkco_CE,POLKCO,bb7cdc1c-d7cf-4600-9ff8-5653cecb2e6e,90,True,Code Enforcement,True,False,FL,US,True,2,
587,f30f834b-fd8d-400c-ba2b-4159b35e4ecc,MOENV,MOENV ,a582b6a5-eafc-4f44-bb8d-ef3cc37b28f5,90,True,Jordan-MOENV,,False,Amman,JO,True,2,
592,d4bcd297-a1a9-4a2f-8528-4290fee52bd2,MACOMB,MACOMB,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Office of Public Works,True,False,MI,US,True,2,logo.png
594,a0a66df2-e0f7-41ed-9df8-42c745892887,ALABAMA,ALABAMA,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,ALABAMA,True,False,AL,US,True,1,
598,7cb835f1-9c69-4e84-ae2b-432db15814b7,SANTAROSA,SANTAROSA,26e77017-171f-43bb-aed8-e7c5bed6f454,90,True,City of Santa Rosa,True,False,CA,US,True,2,logo.jpg
602,4e93dc82-8dbc-49fb-bf61-4362b246aa51,ACUD,ACUD,ecd0fd8a-868f-4f4c-a571-63e88c81eaba,90,True,ACUD,,False,cairo,EG,True,2,
606,aad60a8e-c317-4eba-a738-43ab7a0a3bbd,TRUEPOINT,TRUEPOINT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CA,US,True,2,
607,388ba692-d44d-4cac-bedf-43c42ba4494c,COLUMBIA_CO,COLUMBIA_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Columbia County,True,False,OR,US,True,1,logo.jpg
612,5a853455-8e05-4dc5-9352-44755a44c779,PLANNING,BARRIE,947bd79f-f524-4fbe-8891-407ad9b54ebc,90,True,,True,False,ON,CA,True,2,
617,aa51f1e6-ac99-4bfe-b651-45430b97c959,SACCO-ENF,SACCO,0050c2c5-0aee-4e7d-971a-58c8964bada9,90,True,Sacramento County,,False,CA,US,True,1,
626,a6f91e50-aaf3-4cfb-808e-460a0b239155,Escambia,Escambia,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,"Escambia County, Florida",True,False,FL,US,True,1,logo.png
627,2dd3a722-ec25-483e-9f32-462acf1a3283,OLMSTED,OLMSTED,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,Olmsted County,,False,MN,US,True,2,
629,0e9a6648-23b4-4fac-8100-466fe1359a0d,JURUPA,JURUPA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
633,fc709ec5-09db-4361-8bce-471480a6aedc,solano,solano,9673d638-b7e0-41ff-bf74-d479e20784af,90,True,Solano County,True,False,CA,US,True,2,logo.jpg
641,a8aaedbe-9912-48b0-9116-47ef940a0d77,WINSALEM,WINSALEM,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,WINSALEM,True,False,NC,US,True,2,
648,6348e181-47c8-4c92-be91-48e01b4018ea,CCPS,CCPS,b6c22d5f-25b1-42b6-a1e2-e01786477024,90,True,CCPS,True,False,FL,US,True,2,
649,2c36378a-825c-4c3f-a161-48f5c913b8cc,DenverTEST,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DenverTEST,True,False,CO,US,True,1,
659,6459cb82-4f26-4c18-9ba0-4a71068159d3,FTCOLLINS,FTCOLLINS,cfc9ee79-e8e6-4d1f-85d4-35c8973e97a7,90,True,City of Fort Collins,True,False,CO,US,True,1,logo.png
660,f457b60c-d1c1-49ec-815f-4a7bd5ee5f72,PRCITY,PRCITY,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,PRCITY,True,False,CA,US,True,2,logo.jpg
661,ca5d140b-6e66-47a7-ad9d-4adcc70a9c74,FTL,FTL,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,FTL,True,False,FL,US,True,2,
663,c06b2e0f-6ef6-480c-9bce-4b0735c10d9d,KERNCO,KERNCO,b39bd38a-ac22-4b08-8e1e-40bea05473d3,90,True,KERNCO,True,False,CA,US,True,2,logo.png
667,656450ff-b20d-4cc3-8ff3-4b71e294c7e6,SPOKANE,SPOKANE,0b3671e6-b064-4937-a967-961dd7b22b68,90,True,"City of Spokane, WA",True,False,WA,US,False,2,logo.jpg
677,fb265bd6-a99c-4ddc-9983-4c6ec20b4a42,GALVESTON,GALVESTON,289dbe35-8b45-4cd3-898c-0322d10463b7,90,True,,True,False,TX,US,True,1,
679,594f8a23-ee4d-4dcd-9e8b-4c8c0952c50c,AZMIHS,MIHS,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MIHS,True,False,MI,US,True,2,
682,7b35d5fb-cab4-488d-95dc-4cb53f133b9a,WENHAM,WENHAM,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Wenham, MA",True,False,MA,US,True,2,
683,3d87a963-bae1-488a-a4e1-4cc4e922f1cf,BARRIE2,BARRIE,947bd79f-f524-4fbe-8891-407ad9b54ebc,90,True,BARRIE2,,False,ON,CA,True,2,
691,8dc43e99-a4ff-4bbc-a2fa-4e2327d250bc,SACCO-WR,SACCO,0050c2c5-0aee-4e7d-971a-58c8964bada9,90,True,Sacramento County Water Resources,,False,CA,US,False,2,logo.jpg
694,6db2ef73-863a-4e54-9867-4e889a5bd68e,AZAACO,AACO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,MD,US,True,2,
696,5b50ba6d-e158-4206-ab2b-4ed117ac2bb2,FAIRTRADING,FAIRTRADING,b8e98378-a6d5-40c1-81a5-1de15bedbfc3,90,True,,True,False,VIC,AU,True,2,
697,130dcce9-1244-4147-96e8-4ee1f6587aa1,DENPrk,DENVER,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENPrk,True,False,CO,US,True,1,
698,b73fd2dc-0ab2-4955-ad79-4f2e39197d24,VAABC,VAABC,c4047e45-d4e8-431b-a5a6-6fe618b37f8e,90,True,Virginia Alcoholic Beverage Control Authority,True,False,VA,US,True,1,
701,af00fcd8-117c-48db-b0f0-4f3a35eaa190,BUTTESBCC,BUTTESBCC,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,BUTTESBCC,True,False,MT,US,True,2,
704,6c192b74-e57c-4cb6-95e1-5031ac76c853,WOODINVILLE,WOODINVILLE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,WA,US,True,2,logo.png
705,3a477fc6-c917-40e3-8348-504463fbe330,DOWNEY,DOWNEY,d46725c0-0755-46d8-83ab-a00c82086587,90,True,City of Downey,,False,CA,US,True,2,logo.jpg
715,604a95c0-e687-4f35-b465-5168a853556c,VIPDEMO,VIPDEMO,f9b25f41-8ba2-4d19-8a47-6ed80527e4e8,90,True,VIPDEMO,True,False,FL,US,True,2,logo.jpg
719,2614fec2-19f8-43cd-b30e-51f6a64d4344,QATEST,QA,858a94ad-a5e9-40e1-a9c4-a4d31fc19730,90,True,,True,False,CA,US,True,1,
720,1c389380-4f80-43f5-8bbe-51f9f5b52740,BOISE,BOISE,2c0a6ea5-c7ec-4de3-bb4b-2896cc44a9c0,90,True,City of Boise,True,False,ID,US,True,2,logo.jpg
722,6b9ae2ea-e9ba-452f-9e4d-520a61113e93,lexky-qa,LEXKY,4001faae-857c-41f1-8045-e7658e669ab7,90,True,Lexky-qa,True,False,AL,US,True,1,
724,8cb03e37-da8a-4054-af11-525fb4f7361b,PARTNER06,PARTNER06,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,AZ,US,True,2,
730,85c04da7-a64f-443e-b762-52d7cb785af2,HOOD_RIVER_CO,HOOD_RIVER_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Hood River County,True,False,OR,US,True,1,logo.png
731,dc023685-23a4-4b73-b527-52f0d69f7830,LLU,LLU,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
733,4f880faf-2ebd-4822-be6b-531c2116d8ff,PRESCOTT,PRESCOTT,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,PRESCOTT,True,False,AZ,US,True,1,
738,9bc93986-d58c-40de-84cb-53b44f30587a,LADCR,LADCR,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
748,f9de8559-ed50-431e-9062-54bc26589254,MUNI1,MUNI1,6dfb9320-8369-44ae-a188-e8ed877059d2,90,True,City of Metropolis,True,False,NY,US,True,1,logo.jpg
764,410ecfe2-73e7-48d7-8b39-565ce46db934,AACO,AACO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Anne Arundel County,True,False,MD,US,False,2,
765,d2320def-2e6f-4292-b545-566f9b324f25,STANDARDTEST-pmenv1497,STANDARDTEST,91beb942-01b9-4195-b29d-770d9f39a9e4,90,True,,,False,CA,US,True,1,
766,bfcf0326-8b56-4edb-89c5-567089f2c991,CUPERTINO,CUPERTINO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Cupertino, CA",True,False,CA,US,True,2,
768,4589e047-a87f-4e42-b5b4-56a8ac7d93c8,PHARR,PHARR,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Pharr, TX",True,False,TX,US,True,1,
770,94c576a8-05c2-4c76-b177-56b5e0f9866d,FRANKLIN,FRANKLIN,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,FRANKLIN,True,False,IL,US,True,2,logo.png
771,0faa3a91-199d-4edd-9ef1-56d8294bdc41,OJAI,OJAI,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CA,US,True,2,
776,be6c87da-bf25-40b8-a8e0-585919c389b2,COR_TEST,COR,84bd69c4-1f09-44ba-8ba7-0d3a2d4c9e1d,90,True,Roseville,,False,CA,US,True,2,
785,fe852580-2b73-40dd-90d3-58e0a32cf2f6,OREGON-qa,OREGON,4001faae-857c-41f1-8045-e7658e669ab7,90,True,OREGON-qa,True,False,AL,US,True,1,
792,4216ebe7-7f9c-4d2d-b082-59715eed3c21,GRASSVALLEY,GRASSVALLEY,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Grass Valley,True,False,CA,US,True,2,
793,59bdea25-07fd-4f5c-9af8-597e300eebf3,HARVEY,HARVEY,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,,,False,TX,US,True,1,
796,8048211f-d025-4578-8870-5a260895cac9,DOUGLASCO,DOUGLASCO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,OR,US,True,2,
797,3b7d13d1-6a67-4773-9516-5a2c16378cf3,BENTON_CO,BENTON_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Benton County,True,False,OR,US,True,1,logo.jpg
800,928b1cc9-e625-4dc7-a09e-5a3d3d5d95de,BREA,BREA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Brea, CA",True,False,CA,US,True,2,
803,9276b61b-01bb-43a6-8b75-5a7fcbf50a7b,PASCO,PASCO,ee8f9007-8faf-4cc4-8a48-775a61b69bf8,90,True,Pasco County,True,False,FL,US,True,2,logo.png
809,e0730c6e-daaf-4f25-966d-5b206864f48b,GWINNETT-PROD,GWINNETT,334dab6e-5e34-47da-ab6a-555fd84eb280,90,True,GWINNETT COUNTY PLANNING AND DEVELOPMENT,True,False,GA,US,False,2,logo.jpg
812,9b2438e1-d7d6-45fb-b567-5b4cbcc234b4,QC,QC,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,QC,True,False,AZ,US,True,2,
817,a835c676-6353-4490-b8e1-5bea095b8bf2,Polkco_LD,POLKCO,bb7cdc1c-d7cf-4600-9ff8-5653cecb2e6e,90,True,Land Dev,True,False,FL,US,True,2,
818,7a0f7815-bb33-4fcf-b60e-5bea27fb3ac2,AccelaSouthPacific,DEMO,f8249e40-153b-4f47-84e3-cb9f56b2d1c9,90,True,Accela South Pacific,,False,Queensland,AU,True,2,logo.jpg
819,c64a1a0b-8a9d-46bb-b7e4-5bfb7ad608ab,SLCREF-Building,SLCREF,0ca41fb9-60c3-42b5-ae75-081903022e09,90,True,SLC Building,True,False,UT,US,True,2,logo.png
820,67591dd1-e9b0-44f2-8d86-5c09b24d1887,DENROW,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENROW,True,False,CO,US,True,1,
830,0017da5b-292e-4509-b39d-5d004a4983d3,WASHCOOR,WASHCOOR,0bd5820a-36bb-4d58-8ccb-b8d4ca96c2e4,90,True,"Washington County, OR",True,False,OR,US,True,2,logo.jpg
839,6e0ddab6-efe4-4622-adba-5e695f7dbc94,PLUM,PLUM,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,PA,US,True,2,
846,015b74e0-21f9-4b9b-bf25-5f0932ef1256,CLOUD05,CLOUD05,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud05-DEMO,True,False,CA,US,True,1,logo.jpg
852,26ffaef5-bb16-464b-8d19-60285a84c410,OKC,OKC,c6c1b7b9-4733-4c67-aee9-c17fe4a6c488,90,True,City of Oklahoma City,True,False,OK,US,False,2,logo.jpg
855,492a72d1-c0e2-410d-9c02-607c090e58ce,JUNCTION_CITY,JUNCTION_CITY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Junction City,True,False,OR,US,True,1,logo.jpg
870,b2406b6d-2a3f-4a01-8f19-6238b308fc19,Sturbridge,Sturbridge,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Sturbridge,True,False,MA,US,True,2,
879,d96758a0-b548-4dea-a909-632f6caad9e3,STDSOL,STDSOL,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,Demo Sandbox,True,False,CA,US,True,1,
880,f9c11f27-1acf-4dc3-900b-636dac1f0095,SPARKS,SPARKS,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,SPARKS,True,False,NV,US,True,2,logo.jpg
889,0425e4b7-eaa0-48d9-b908-64948363350c,DANVILLEIL,DANVILLEIL,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,DANVILLEIL,True,False,IL,US,True,2,logo.jpg
901,d142486d-ba67-427a-a6fa-65d82e3ea149,DOUGLAS_CO,DOUGLAS_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Douglas County,True,False,OR,US,True,1,
902,87d4cdd4-8387-4854-be44-65f085e7a748,CalCannabis,CalCannabis,d54c398c-a29f-4746-92bb-8241384bd945,90,True, Department of Food and Agriculture,True,False,CA,US,True,1,
904,af43cd6a-d8cc-461a-b7c8-663c99430edb,AZCACC,CACC,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CA,US,True,2,logo.png
905,2f2a8f6b-d207-4a65-b697-666591613ec3,PARK,PARK,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CO,US,True,2,
908,2fd0fb47-06b1-487b-ac99-66b9a5645329,SCCGOV,SCCGOV,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
911,ce34a2d8-fbc8-46c1-bb31-670075cb956e,WESTPORT,WESTPORT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Town of Westport,True,False,CT,US,True,2,logo.jpg
913,01a1d72a-d34d-4d00-a6e4-67222634725f,CLOUD14,CLOUD14,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud14-DEMO,True,False,TN,US,True,1,logo.png
916,b182ee46-af29-47a3-8e11-675304ee7c0d,SACCO-EMS,SACCO,0050c2c5-0aee-4e7d-971a-58c8964bada9,90,True,Sacramento County EMS,,False,CA,US,True,1,
919,62fd5126-1831-41c5-b294-67ce6f1d6580,CACC,CACC,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True, California Coastal Commission,True,False,CA,US,True,2,logo.png
923,c14ce8e1-09cb-43b6-8dc5-68830150018e,Denver,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,"Denver, CO",True,False,CO,US,True,1,
925,2f3728df-d6cd-446b-9bcc-68f34fc4fe18,FDNY,FDNY,384bc541-9678-41d0-91e2-643f5457d6bb,100,True,Fire Department Of New York City,True,False,NY,US,True,1,logo.png
927,acd39861-ef49-4c57-8014-693f967e03e3,BCB,BCB,b8919fd9-14fc-4427-a5ad-1c79fe44766e,90,True,Building Codes Bureau,True,False,MT,US,True,2,
930,6656e799-cb0a-4c39-8c1a-69d451344520,DATACONV-DEV,SOL-INT,7526cac6-a32f-4a33-9203-046449ddd739,90,True,Data Conversion Development Machine,True,False,UT,US,True,2,
932,b5dfbc83-f8e0-4da5-85f4-6a0c7f5c72b5,BCD_SALEM,BCD_SALEM,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,BCD Salem,,False,MA,US,True,1,
940,a2f0d87a-5cb3-4bed-8f07-6b0805996ab8,LINCOLN-HEALTH,LINCOLN,57a1b9d1-ea24-4c6f-80b5-e6048949aca8,90,True,Lincoln-Lancaster County Health Department,,False,NE,US,True,2,logo.jpg
948,50486095-5102-4a79-9fd3-6c0025a7da49,EDMS-DEV,SOL_INT,b736232a-fdf7-4023-bde8-ad7f3f6c367b,90,True,EDMS Development Machine,True,False,UT,US,True,2,
949,9a64bc7f-9933-4fd6-aeda-6c2475eaada6,ASHEVILLE,ASHEVILLE,4a9c8309-33cc-481c-b394-3056f9b3bd2b,90,True,"City of Asheville, NC",True,False,NC,US,True,2,logo.png
950,4724be98-387a-4335-b1ef-6c415fb86725,AZCIVCONCCSF,CCSF,677d80bb-b226-40db-8b07-281aaeb3941d,90,True,"City and County of San Francisco, CA",,False,CA,US,True,2,
953,82af07d6-423c-4c2d-ab27-6c999f5f6ca7,SOCORRO,SOCORRO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Socorro, TX",True,False,TX,US,True,2,
961,1fcc8abd-c65a-409c-8772-6d91fbe1f3fd,FLORENCE,FLORENCE,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Florence,True,False,OR,US,True,1,logo.jpg
963,48011e82-70e8-43ea-b893-6dbeead1d4ac,WESTON,WESTON,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,The City of Weston,True,False,FL,US,True,2,logo.jpg
972,e30cbeaa-ed10-41bf-a477-6e1e5236e5e4,LASAN,LASAN,7b1dd715-56cd-47ae-a6dc-1eea73023f25,90,True,LA Sanitation,True,False,CA,US,True,1,logo.png
979,f1e94c8c-982a-4d70-bd83-6efe0e86d09e,YUBA,YUBA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Yuba City,True,False,CA,US,True,2,logo.jpg
980,03b0ce5b-818d-4389-9459-6eff2520bf09,INGLEWOOD,INGLEWOOD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
981,2e5858b3-a0c0-4315-9b08-6f67cdab8e29,PROVINCETOWN,PROVINCETOWN,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,PROVINCETOWN,True,False,MA,US,True,2,logo.jpg
985,00ae3eb9-9a79-4ebd-a137-6f92a239050c,EASTVALE,EASTVALE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
997,2345bf00-7b37-410b-9387-70c1d05b7ec8,SANTAMONICA,SANTAMONICA,fbfd7e2f-c1bc-4d55-93b1-3d6aa966e052,90,True,SANTAMONICA,,False,CA,US,True,2,logo.jpg
1002,ec1b3907-617b-4094-ae90-712d74b9b970,QA-STANDARDTEST-SSO,STANDARDTEST,850f4f8d-19a1-4188-944a-ef4963deca3f,90,True,adn,,False,CA,US,True,2,logo.jpg
1003,c71f00a9-db39-455a-85e7-71428957bcea,LEECO,LEECO,0b2fa1f2-0a9d-49c0-b8d4-2acf27fded9e,90,True,"Lee County, FL",True,False,FL,US,True,2,logo.png
1004,d037d72d-4c2d-4152-9bf3-71628281a525,COSPRINGS,COSPRINGS,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Colorado Springs,True,False,CO,US,True,2,logo.png
1005,cefe89d1-6ea8-493b-b321-7172b69b3b3a,SANTABARBARA,SANTABARBARA,5fa88fb2-6536-4ae3-b6b1-4eafa5320a36,90,True,City of Santa Barbara,,False,CA,US,True,2,logo.png
1013,c8e9cdb5-ccd5-4dc8-8f78-72c89dfdb1f2,HCFL,HCFL,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Hillsborough County, FL",True,False,FL,US,True,2,logo.jpg
1015,912829ec-80c8-4c64-8e3e-7310fd02f0da,PLANTATION,PLANTATION,7d85eabf-9064-4b16-84d8-d6b25b85dfc2,90,True,,,False,FL,US,True,2,
1016,f7b72814-fcd1-42f1-96b4-731936b1931e,STANDARDDEV,STANDARDDEV,9151c5dc-34ef-4e1d-9ae7-f40fe38d544d,90,True,Standard Solution Dev,True,False,UT,US,True,1,
1018,5a3c31e2-e5d3-4210-9f9a-73a3886a5b7b,ALBANY,ALBANY,1c4329e8-48ef-4b18-b719-c9bbad418258,90,True,"City of Albany, OR",True,False,OR,US,True,2,logo.jpg
1022,0c2295e9-8735-4f1e-a4b2-743d54009bcc,DUBUQUE,DUBUQUE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,IA,US,True,2,logo.jpg
1027,cd460302-e25a-43c3-a22d-747a4afb6bb8,CONCORD,CONCORD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Concord, CA",True,False,CA,US,True,2,
1028,f219621a-d4fd-41ab-9fc4-7488449c6662,GWINNETT,GWINNETT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Gwinnett County,True,False,GA,US,True,2,
1032,3c691ef4-8a31-413d-9b27-74a1b6e9662d,DenverDEV,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DenverDEV,True,False,CO,US,True,1,logo.png
1035,a87dd9f8-f814-4118-8854-752c56d905c8,ANAHEIM,ANAHEIM,2cbdd3d0-cfa8-4ff7-b12c-985ac3cc0d89,90,True,"Anaheim, CA",,False,CA,US,True,1,
1042,8eb91010-4215-4bc1-ae55-75e8961b9171,DEQ_MEDFORD,DEQ_MEDFORD,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,DEQ Medford,,False,OR,US,True,1,logo.jpg
1043,aac19e4e-87f9-4fa7-95a9-75f1b8120c4c,NEWMEX,NEWMEX,58049234-4cdb-4ed8-9122-fd26cdc25622,90,True,NEWMEX,,False,NM,US,True,2,
1049,26315ade-6624-4a63-8a87-76c6133838cd,CURRY_CO,CURRY_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Curry County,True,False,OR,US,True,1,logo.JPG
1057,a35d5801-2769-4c3b-a739-776e65d3bc67,STANDARDTEST-s446-delete,STANDARDTEST,6242c20c-7d4e-4f22-a5ab-e8bb912df46a,90,True,,,False,CA,US,True,2,
1059,cd4ed858-782e-4554-9029-77a8372e61d8,CHARLOTTE_EC,CHARLOTTE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Charlotte, NC",True,False,NC,US,False,2,
1062,68238383-b5fe-45f1-aaed-77f8e8db2f96,BERNCO_OP,BERNCO,5acd8788-9bca-4c3e-8586-32522ed6761e,90,True,,,False,NM,US,True,2,
1063,347ed86e-31a5-4de1-86c7-77fe9981f14b,CLOUD07,CLOUD07,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud07-DEMO,,False,CA,US,True,1,
1065,5ea15fb1-573e-458a-95c5-780260702a85,COBBCO,COBBCO,b55cad92-6c82-4665-97f6-b604255778c8,90,True,COBBCO,True,False,GA,US,True,1,
1066,d53ac928-ba83-4b6a-b446-781dd1e73092,LINCOLN_CITY,LINCOLN_CITY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Lincoln City,True,False,OR,US,True,1,logo.png
1067,a244b6bc-2e7f-442f-a28a-782fcf4cdda9,sacramento-qa,SACRAMENTO,4001faae-857c-41f1-8045-e7658e669ab7,90,True,,True,False,CA,US,True,1,
