,id,name,serviceProviderCode,hostId,logLevel,enabled,display,hostedACA,isForDemo,state,country,defaultAppActive,databaseType,iconName
1642,c9a377e9-c977-4660-8b20-bb9aa978d0d4,COOS_BAY,COOS_BAY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Coos Bay,True,False,OR,US,True,1,logo.png
1647,d242f63e-c083-4cd3-920a-bc2010e534bf,CLOUD02,CLOUD02,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud02-DEMO,True,False,CA,US,True,1,logo.png
1648,42964831-97e7-4625-a8cb-bc27cf5762b5,LENEXA,LENEXA,6ac79ee0-1826-4222-a332-099050d0b1eb,90,True,Lenexa,True,False,KS,US,True,2,logo.png
1657,2461f7e5-59b5-4869-88b9-bdf65e177ce0,ARAPAHOE-PROD,ARAPAHOE,51404662-34e0-4e74-acb1-a43c1a019840,90,True,Arapahoe County Public Works - PROD,True,False,CO,US,False,2,logo.png
1658,5e7e5cba-5463-4295-a43c-be1e5a91939e,BRIDGETON,BRIDGETON,9ddc5a31-6da5-4704-bb24-6d7f9c8be5d5,90,True,BRIDGETON,True,False,MO,US,True,2,
1663,b8aa7cd3-e407-45c8-8346-be802a7b4b66,HOCOTEC,HOCOTEC,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,MD,US,True,2,
1668,ff674d09-d098-4c13-985e-bec15150c4a5,SFPORT,SFPORT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Port of San Francisco, CA",True,False,CA,US,True,2,
1672,aaf83958-5bf3-471d-8308-bf52f018b0a9,VENTURA,VENTURA,27123a25-714c-4bb5-ad8c-3f0e2c026c58,90,True,Ventura County Automation,,False,CA,US,True,2,logo.png
1675,13671cb6-e44f-4c88-ba51-bf8943bd856e,COSTILLACO,COSTILLACO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CO,US,True,2,
1680,590f30a9-83b9-4c55-be86-c05364d360de,CLOUD21,CLOUD21,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud21-DEMO,True,False,CA,US,True,1,
1683,793a6082-9583-44c1-bd2e-c0947f5c4a07,PRAMS,PRAMS,0fc15785-2430-4c44-a153-9ce5ed8b1a1e,90,True,PRAMS,,False,CA,US,True,1,
1689,5308c498-b6d1-4a10-ace3-c11f736ee2b4,USF,USF,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,FL,US,True,2,
1691,8a747f07-efc3-4dbf-94dd-c15a5a6d28cf,SACCO-BLD,SACCO,0050c2c5-0aee-4e7d-971a-58c8964bada9,90,True,,,False,CA,US,True,2,
1692,802d3b5e-ec7c-47e3-83d4-c15aa45be519,PARADISEVLY,PARADISEVLY,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,PARADISE VALLEY,True,False,AZ,US,True,2,logo.jpg
1701,c997d807-9e5c-4012-b21b-c224cf960680,cosd,cosd,4cc31f8a-c4b9-467c-b59d-8dee845bf0d0,90,True,County of San Diego,True,False,CA,US,False,1,logo.jpg
1716,f50351f7-9073-4813-ad77-c46b57288c3c,HARRISBURG,HARRISBURG,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Harrisburg,True,False,OR,US,True,1,
1720,65fd1e8f-e1e3-47c8-9d3a-c47dc072b5ef,NULLISLAND,NULLISLAND,0b0f8844-c3da-46eb-806c-812304941c9e,90,True,Null Island,True,False,CA,US,True,2,
1724,325bb03f-4aa0-4824-80f3-c4b87fa55ae2,LEAMSDPW,LEAMSDPW,0fc15785-2430-4c44-a153-9ce5ed8b1a1e,90,True,LEAMSDPW,,False,CA,US,True,1,
1728,710e1bbd-360c-4d6e-bc5b-c52b4d8afd91,NVMED,NVMED,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,NV,US,True,2,
1734,fdc4d8ee-b083-433c-a5fb-c5c1fec74591,AURORACO,AURORACO,56e90f82-7153-4d41-9d29-880ab19ee7c4,90,True,"Aurora, CO",True,False,CO,US,False,2,logo.png
1736,5e365d65-d430-466a-b671-c6e91558a560,ETECHDEMO,ETECHDEMO,dae664fe-c79d-4803-88c8-275317c6ce1b,90,True,ETech,True,False,OR,US,True,2,
1741,974a30e6-bab2-4e4e-9a02-c7bf66ddbb15,PORTSEATTLE,PORTSEATTLE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,WA,US,True,2,
1742,dc61467a-ddd1-4064-913f-c7c9f7731bdb,MULTCO-TRL,MULTCO,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,,,False,OR,US,True,1,
1749,6d06c032-fde4-4d94-adc7-c86470141ff6,AZCOF,COF,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
1762,d9ebc6ee-52b9-4963-acb7-c9c7dce12da8,MOA,MOA,1b7b8d05-6c4c-4ef5-bff8-5cbdc7c73ef7,90,True,Jordan-MOA,,False,Amman,JO,True,2,
1763,e556ce19-3779-4fec-abf5-c9d70ea9a765,QA,QA,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,QA test agency on West Coast,True,False,CA,US,True,1,logo.jpg
1764,cc625eb6-1588-47d1-b157-c9f668c2df62,JACKSONVILLE,JACKSONVILLE,9151c5dc-34ef-4e1d-9ae7-f40fe38d544d,90,True,Jacksonville,True,False,FL,US,True,1,
1768,93f7be47-d665-435f-ab76-ca4c44cf81f7,LEONCO,LEONCO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Leon County, Florida",True,False,FL,US,True,2,logo.jpg
1770,d5ee67cb-28c7-41bb-9679-ca85f65f158c,UOCB,UOCB,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,UOCB,True,False,CO,US,True,2,logo.png
1773,c0855b77-3ed4-4be8-83a5-cac577e91705,ADMA,ADMA,6535d56b-e05a-4f00-9ed5-34cf10730597,90,True,ADMA,True,False,Dubai,AE,True,2,
1776,8ea9bb36-c7aa-4125-970d-cb6d4f4fc199,BUNCOMBE_CO_NC,BUNCOMBE_CO_NC,a74a8bb3-27c5-4b23-995f-7f070303a010,90,True,Buncombe County North Carolina,True,False,NC,US,True,2,logo.jpg
1779,67680629-23be-47bf-a82e-cbb22e26fdc6,SACCO-LIC,SACCO,0050c2c5-0aee-4e7d-971a-58c8964bada9,90,True,Sacramento County,True,False,CA,US,True,1,logo.jpg
1783,8c310d11-683e-4c93-8ced-cc250246eb6c,BARRIE,BARRIE,947bd79f-f524-4fbe-8891-407ad9b54ebc,90,True,BARRIE,True,False,ON,CA,True,2,logo.png
1790,30c1e8a2-7ac2-43f3-95e2-cca5736693ac,TORRANCE,TORRANCE,2585eaf4-f48b-4c24-825d-3e98a440ddfa,90,True,City of Torrance,True,False,CA,US,True,2,logo.jpg
1791,db84cbf9-15d1-44bd-8e12-cccbf0362d48,GCOM1,GCOM1,51bdc605-4029-4e41-980a-5853ef14ba77,90,True,,True,False,NY,US,True,1,
1795,54d26414-3954-4a5e-970d-cd5c2f91532a,TIGARD,TIGARD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Tigard, OR",,False,OR,US,True,2,logo.png
1798,258c6647-d85d-432f-9be6-cd87ccbd4a1e,RENOTEST,RENO,e5064084-a19f-44b7-9860-9337a3c06069,90,True,Reno RENOTEST,True,False,NV,US,False,1,
1807,8e7095aa-2bb4-4331-b7bc-cecadc1431d4,COTTAGE_GROVE,COTTAGE_GROVE,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Cottage Grove,True,False,OR,US,True,1,logo.png
1809,9cd6ab40-288a-48dd-ab3c-cefbb1538791,DENDS,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENDS,True,False,CO,US,True,1,
1810,d49547f9-7101-4972-91d5-cf1dec802edc,OTAGO,OTAGO,f8249e40-153b-4f47-84e3-cb9f56b2d1c9,90,True,OTAGO,True,False,Victoria,AU,True,2,
1813,576be86c-a518-4028-94a5-cf67cb7a3955,StandardTest-MultiDB,StandardTest,9a988cb5-ef02-4cfb-b415-58718d4c65e9,90,True,adn,,False,CA,US,True,2,logo.jpg
1814,7ada84fd-1875-4fbb-b20b-cfc05d55e4a9,CLATSOP_CO,CLATSOP_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Clatsop County,True,False,OR,US,True,1,
1815,cedbc1f2-3a09-4cc5-8640-cfdaad5d6e77,LANCASTER,LANCASTER,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,logo.jpg
1817,8d666a1d-d38d-46fd-aed6-d01d8f96a6e4,SLCREF,SLCREF,0ca41fb9-60c3-42b5-ae75-081903022e09,100,True,Salt Lake City,True,False,UT,US,True,2,logo.jpg
1833,57f9055a-c510-43af-b236-d1f518cc19c9,AZSTANCO,STANCO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Stanislaus County,,False,CA,US,True,2,
1840,93231d65-93c0-4fe5-b7b4-d335c62ed820,MOCI,MOCI,84820a58-3e37-4cdb-9c35-d760dd9a5816,90,True,Ministry of commerce and industry  ,,False,Kuwait,KW,True,2,logo.png
1842,7b8bddaf-eaa8-4ae5-ba06-d350ce51f4c7,OSCEOLA_OP,OSCEOLA,66b097e7-c6e9-49bc-9c9b-cb1fdc6c5abc,90,True,Osceola County,,False,FL,US,True,2,
1850,f30c6074-f068-4be9-942b-d43c7f172702,CORNELIUS,CORNELIUS,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Cornelius,True,False,OR,US,True,1,logo.jpg
1855,68d533f6-b359-4c95-a0cb-d4a645035696,WASCO_CO,WASCO_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Wasco County,True,False,OR,US,True,1,logo.png
1857,686c1d24-3ec1-4163-93d5-d4d8abf0b58a,BYLAW,BARRIE,947bd79f-f524-4fbe-8891-407ad9b54ebc,90,True,,True,False,ON,CA,True,2,logo.png
1863,ed21d4b6-552d-4cbf-a8de-d56952e6a79a,TACOMA,TACOMA,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,Tacoma,True,False,WA,US,True,2,logo.png
1864,604c5ade-e9b3-4d5c-bb7b-d5a01c87b144,CLOUD08,CLOUD08,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud08-DEMO,True,False,CA,US,True,1,logo.jpg
1865,582b822a-cf7f-4161-9e0a-d5aa1fdec25a,KINGCO,KINGCO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"King County, WA",True,False,WA,US,True,2,logo.jpg
1869,f56fe5c4-d95f-4250-85d4-d653b0c672e2,ACFW,ACFW,e072e539-adcd-48eb-8f5f-9552b2315d0b,90,True,ACFW,,False,IN,US,True,2,
1870,df402539-5027-406c-9ab5-d659d1fa22f7,EH_DEV,EH_DEV,9151c5dc-34ef-4e1d-9ae7-f40fe38d544d,90,True,EH_DEV,,False,UT,US,True,1,
1874,2236aa3a-41d3-4aac-a9ed-d6dea09c6ced,NORRIDGE,NORRIDGE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Village of Norridge,,False,IL,US,True,2,logo.jpg
1886,91d8789f-1ef9-40fe-9f65-d7e8ea97bf78,NOGALES,NOGALES,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Nogales, AZ",True,False,AZ,US,True,2,
1889,8d62ec5a-1027-4fa9-8c0b-d83872c93002,AZLARA,LARA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,LARA,True,False,MI,US,True,2,
1896,e6eafaa4-7d46-4cb1-a882-d8b7157d4d75,LONETREE,LONETREE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CO,US,True,2,logo.jpg
1897,b2fbd401-2cb6-4f32-a9cd-d8bb3a48f2f1,DELAND,DELAND,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,DELAND,True,False,FL,US,True,2,
1902,fd876b6d-035e-4f11-baf8-d901d50a597f,MCAQD,MCAQD,22ddb0e5-ed18-4f15-9195-06ff081c4051,90,True,Air Quality,,False,AZ,US,True,2,
1911,695f8fe7-c497-4884-a727-da757da7c835,PULLMAN,PULLMAN,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,PULLMAN,True,False,WA,US,True,1,
1913,18548634-bf51-4ddb-97df-dab4487870b7,VELOSIMO-DEV,VELOSIMO1,2a26a1db-c30c-43be-a33a-4e3cce6f4ee0,90,True,VELOSIMO-DEV,,False,UT,US,True,2,
1915,1b50ae02-d7f5-4512-a00a-dadc1626e44c,MAPLEWOOD,MAPLEWOOD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MAPLEWOOD,True,False,MN,US,True,2,
1924,9abf4c32-07fe-4624-b70d-dc0afd3ec1df,PLEASANTON,PLEASANTON,c781f10a-329a-4930-93a3-3659409fcc01,90,True,,True,False,CA,US,True,1,
1931,c40beadf-5630-4cf5-8c47-dd03545f39d7,TXDOT,TXDOT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Texas Department of Transportation,True,False,TX,US,True,2,logo.png
1933,8c7c219b-fabd-4a5d-8943-dd1c546eb347,CLOUD09,CLOUD09,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud09-DEMO,True,False,CA,US,True,1,logo.png
1935,253c9a9d-6014-405c-9cb1-dd42087de778,CLEARWATER,CLEARWATER,15894570-fb11-4bd5-9cb2-f736b406a9f7,90,True,"City of Clearwater, FL",,False,FL,US,True,2,
1938,388ae121-66ae-40d3-8a5b-dd7181080a03,TAUNTON,TAUNTON,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Taunton, MA",True,False,MA,US,True,2,
1940,deca0118-8753-453a-ad93-ddcc049134bf,FREDERICTON,FREDERICTON,6d73a8a5-a419-4ecd-ba82-dfe58e821cf6,90,True,FREDERICTON,,False,NB,CA,False,2,logo.jpg
1945,1468a440-bfcc-453c-bee6-de3b93fd06b1,DALLAS,DALLAS,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Dallas,True,False,OR,US,True,1,logo.jpg
1946,c2ce4178-4761-429a-acc2-de72bc487328,PEORIA,PEORIA,2f52714b-b2fd-49ee-b437-1cb0331b80af,90,True,PEORIA,True,False,AZ,US,False,2,logo.JPG
1948,9d845b24-1e62-4563-b6fb-def0938461a9,MANATEE_SUPP,MANATEE_SUPP,2b39bff5-44ab-4403-b7ef-72c1d452a5e0,90,True,MANATEE_SUPP,True,False,CA,US,True,1,
1949,b71b36b3-c0e5-4955-b400-df0d5b7e117c,LYNN,LYNN,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,MA,US,True,2,logo.jpg
1950,8151f69e-04ff-4561-a8c0-df2698bb9eff,MOTAEGYPT,MOTAEGYPT,e33cd092-b6f6-4988-b4ac-913aaa9c6701,90,True,Ministry of Tourism and Antiquities,True,False,Cairo,EG,True,2,
1954,a0aa0e1a-c843-4543-bad8-dfa08d982e37,SLC-PUBLICWORKS,SLC,24d017b7-4289-4710-883e-acc19e122dab,90,True,St Louis County Public Works,True,False,MO,US,True,1,
1956,2785d41e-8866-42f3-a435-e00fe7fb34a3,MLH,MLH,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,,True,False,MO,US,True,2,
1958,88db2ae6-393f-4576-bba0-e01fc10e4345,MOH,MOH,6adb64b0-cb09-4173-ac39-98bbfd262025,90,True,Jordan-MOH,,False,Amman,JO,True,2,
1965,42761b57-8fcb-44bc-a2b1-e12943405310,Louisville,LJCMG,6d9f1b55-54dc-42ec-b147-129565548c2d,90,True,,True,False,KY,US,True,1,
1968,661c57b7-e422-43b1-a288-e197f611b406,RICHMOND,RICHMOND,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,RICHMOND,True,False,KY,US,True,2,
1969,d767da88-68ed-44a3-8eec-e19bbd0a2c60,DENPrkQA,DENVER,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENPrkQA,True,False,CO,US,True,1,
1973,c2248147-93f6-49c3-8e56-e20b37a8ef02,ARLINGTONCO,ARLINGTONCO,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,ARLINGTONCO,True,False,VA,US,True,2,
1978,126ffa69-0c8f-43f1-8014-e2e0349dfcdd,STANDARDDEMO,STANDARDDEMO,9151c5dc-34ef-4e1d-9ae7-f40fe38d544d,90,True,Accela,True,False,CA,US,True,1,
1979,930db395-1087-4d30-83a3-e2e26ffaf4db,PINAL,PINAL,5d696032-a18c-44b9-adc3-f0523a2d18b5,90,True,Pinal County,True,False,AZ,US,False,2,logo.jpg
1981,aabc5e29-c6c3-4b0d-b440-e32d9049b965,HERMOSABEACH,HERMOSABEACH,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Hermosa Beach,,False,CA,US,True,2,
1982,961a17f7-2cbf-4eaa-9fa8-e33241bae10b,PINELLAS,PINELLAS,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Pinellas County, FL",True,False,FL,US,True,2,
1988,637c5bf6-7c4f-48b8-a0fd-e4038bd7dbfc,CLARKCO,CLARKCO,36d9157d-85f3-4092-9dff-b85e3dc32105,90,True,CLARKCO,,False,NV,US,True,2,logo.png
1995,fc7a180c-1661-46b0-b882-e4b6c1a35fa1,SACRAMENTO,SACRAMENTO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Sacramento, CA",True,False,CA,US,True,2,
1999,bd891723-26cb-4713-91c1-e53991fe1c8b,CRYSTALLAKE,CRYSTALLAKE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Crystal Lake,True,False,IL,US,True,2,
2000,6c8e1ba9-3e46-421c-a274-e55b70ee81c5,CLACKAMAS,CLACKAMAS,72ddd231-1fd9-41d2-bb32-193c88502667,90,True,Clackamas County,True,False,OR,US,False,2,logo.png
2007,0138c425-cc7e-46bd-bbe1-e63ecf063baf,NORTH_BEND,NORTH_BEND,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,,True,False,OR,US,True,1,
2008,47207079-e5c9-415d-8416-e646c31beb3a,MPFD,MPFD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True, Menlo Park Fire Protection District,True,False,CA,US,True,2,
2009,9449065d-f0e8-48b5-ae98-e65efd3dbaa2,DenverQA,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DenverQA,True,False,CO,US,True,1,
2023,205dfd64-edcb-4481-88b9-e7e739100139,NAPACO,NAPACO,c110dfee-1920-4017-a99b-650600a9f114,90,True,Napa,True,False,CA,US,False,2,
2029,80708622-a0f5-4ba7-8ec6-e86d565fd8f6,PAPILLION,PAPILLION,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Papillion, NE",True,False,NE,US,True,2,
2033,74feb92c-cea8-4681-96aa-e89ffe4fc4a1,BOCC-Demo,BOCC,b6c22d5f-25b1-42b6-a1e2-e01786477024,90,True,Demo BOCC,True,False,FL,US,True,2,
2035,dcc591ac-1fde-49a8-b547-e8b26183f0dc,FRAMINGHAM,FRAMINGHAM,9cd59ce8-ee88-4870-bd38-fb3f88deead0,90,True,"Framingham, Massachusetts",,False,MA,US,True,2,logo.png
2038,e4dad884-4e83-46be-8bb2-e90d4e5dc6ad,MOHAVE,MOHAVE,d0cee8d3-5b1f-4ca0-aca5-031056b9177d,90,True,"Mohave, AZ",True,False,AZ,US,True,2,logo.png
2059,313d491f-2fb4-4926-8c96-eb55c3203eb6,OMAHA,OMAHA,af1c2d40-f2d8-4aad-8698-17bb8a03572f,90,True,Omaha Building and Development,True,False,NE,US,True,2,logo.jpg
2064,69f63f6c-ce36-4606-95be-eba797f5e775,VISALIA-CODE,VISALIA,32a528ab-9ed5-4d78-80f9-e6087c909b98,90,True,,,False,CA,US,True,2,
2066,c5319fe4-082c-493d-bca6-ebf5ab8cacea,SCOTTSDALE,SCOTTSDALE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,SCOTTSDALE,True,False,AZ,US,True,2,
2073,cfd9a735-1721-42a4-b744-ec6c53dfd0d6,BUTLER,BUTLER,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Butler County, OH",True,False,OH,US,True,2,
2074,ef3add72-9841-4aec-88a9-ec7b88e40a7b,MASON,MASON,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,OH,US,True,2,
2088,ce85de1d-230d-4a8e-a106-edf07ffa1f3b,BCC,BCC,29586e22-00bf-4184-b3e9-31f0d27274a4,90,True,State of California BCC,True,False,CA,US,True,1,
2097,8f6becf7-5722-45ba-8a4e-eeaf6c1889dd,ELKGROVE,ELKGROVE,c5461611-3148-4cc4-a4c9-1726323f98a7,90,True,,,False,IL,US,True,2,
2100,d2466833-5b34-47ee-9455-ef119da11774,NYPA,NYPA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,NY,US,True,2,
2104,9226d497-f844-49f8-9e6c-ef4bd7460699,DENDSDev,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENDSDev,True,False,CO,US,True,1,
2112,7495836d-7d9c-4e49-90d8-f02b6c045750,SANTAMONICA-CE,SANTAMONICA,fbfd7e2f-c1bc-4d55-93b1-3d6aa966e052,90,True,SANTA MONICA FOR CODE ENFORCEMENT,,False,CA,US,True,2,logo.jpg
2117,c23085ff-b726-4b6e-b701-f099fc4d27d6,SANTAMONICA-BS,SANTAMONICA,fbfd7e2f-c1bc-4d55-93b1-3d6aa966e052,90,True,SANTA MONICA FOR BUILDING AND SAFETY,,False,CA,US,True,2,logo.jpg
2123,8545e0f4-2b81-49b2-856c-f1e9919ed2da,SLCREF-AMS,SLCREF,0ca41fb9-60c3-42b5-ae75-081903022e09,90,True,SLC AMS,True,False,UT,US,True,2,logo.png
2130,ea2bebb9-92b6-4764-873e-f277d2496144,UMATILLA,UMATILLA,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Umatilla,True,False,OR,US,True,1,
2136,9e083956-3039-463c-aaa1-f3266c92343e,LARA,LARA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,LARA,True,False,MI,US,True,2,
2140,e3930e00-a528-4106-b96d-f357030d5c0c,EPLANSOFT,EPLANSOFT,dcf75707-af9b-4472-b4ba-812ffaec2242,90,True,EPLANSOFT,True,False,CA,US,True,1,
2141,0105da86-e377-4e94-89d5-f369b410406e,CLOUD20,CLOUD20,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud20-DEMO,True,False,CA,US,True,1,
2152,d8d550ca-5e3d-4d68-9a14-f41feadc21b2,CHARLOTTE,CHARLOTTE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Charlotte,True,False,NC,US,True,2,logo.jpg
2153,399e795f-2814-4afd-9a35-f421b4ae3895,JEFFERSON_CO,JEFFERSON_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Jefferson County,True,False,OR,US,True,1,logo.png
2157,1c41196d-5712-48fa-be60-f47ac3480818,MESA,MESA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MESA,True,False,AZ,US,True,2,logo.jpg
2163,4e8c1e4c-ca7f-4335-bab2-f50d23d5488c,SOUTHBENDIN,SOUTHBENDIN,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,"City of South Bend, IN",True,False,IN,US,True,2,logo.jpg
2165,30d294be-c5e0-4db2-9c69-f59db5022e3e,SOUTHLK,SOUTHLK,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,"City of Southlake, TX",True,False,TX,US,True,1,logo.jpg
2169,4593b71a-4499-4d99-b87d-f60e75d79956,cos-spd,cos,0d21961d-226c-4e48-989a-0257b2f93d05,90,True,Springfield Police Ordinance Squad,,False,MA,US,True,2,
2172,4158cfa5-ff2b-4475-bd1e-f659beea9f52,DENROWDev,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENROWDev,True,False,CO,US,True,1,
2175,857e4c10-3b15-4957-9b2e-f70104fe3f6e,CROOK_CO,CROOK_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Crook County ,True,False,OR,US,True,1,logo.PNG
2181,872da4a4-fed2-4b92-b443-f7b0dc97c045,DC,DC,08c2927b-b9b4-45bf-8034-19e523517220,90,True,,,False,DC,US,True,1,
2182,d8da2b61-311e-41cd-bdad-f7d6258a1482,NBF,NBF,80ba3e65-86e7-4c9b-b6ec-0dd29eb671f6,90,True,City of New Braunfels,,False,TX,US,True,1,
2186,b855e57f-f273-4331-9099-f84aaac3f498,AZTAMPA,TAMPA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Tampa, Florida",True,False,FL,US,True,2,
2197,d3af5cda-dd4d-415b-a5c5-f9f8efc7db5b,DUPAGE,DUPAGE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,DuPage County,True,False,IL,US,True,2,
2201,054cb4c3-9cd1-41ac-9c4b-fa624c324bda,STANCO,STANCO,f8d899e3-9885-432d-a92b-52ccde173562,90,True,Stanislaus County,,False,CA,US,True,2,
2204,733ebb31-281b-4954-8720-fae9a0f14db3,COOS_CO,COOS_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Coos County,True,False,OR,US,True,1,logo.png
2209,9a830790-9908-4bb2-a4ff-fbb24556ffb5,CLOUD06,CLOUD06,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud06-DEMO,True,False,CA,US,True,1,logo.png
2210,b2a3e001-fda5-4dc9-b81d-fbc55925132b,WASHOE,WASHOE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,WASHOE,True,False,NV,US,True,2,
2215,a5c107cd-b570-41e3-a938-fc371f117053,PORTCHESTER,PORTCHESTER,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Port Chester, NY",True,False,NY,US,True,2,
2222,dad7d22b-3bdf-4466-b6fe-fe06be48d57f,MERIDIAN,MERIDIAN,7dbcaad9-ea25-43b8-880e-6b5642f929ce,90,True,MERIDIAN,,False,ID,US,True,1,logo.png
2224,445e9903-ff08-453b-ab30-fe21a0c03e5c,MPWMD,MPWMD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CA,US,True,2,
2226,51488df2-c21a-4971-986d-fe368e20eb1d,CLOUD_ODOT,CLOUD_ODOT,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud_ODOT-DEMO,True,False,OR,US,True,1,
2227,f607f0a0-5210-4880-ad7d-fe4d835a30c2,SANDY,SANDY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,City of Sandy,True,False,OR,US,True,1,
2244,deea5e0d-908a-4f60-9d99-ffe716afd5f3,WESTSPRINGFIELD,WESTSPRINGFIELD,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,"Town of West Springfield, MA",,False,MA,US,True,1,logo.png
